31,5X2848,2017-11-11,2017-11-11,01:23:00,19:49:00,NULL,2017-10-22 00:00,gate
32,FI1628,2017-11-07,2017-11-07,21:46:00,05:51:00,NULL,2017-10-22 00:00,gate
33,NZ752,2017-11-30,2017-11-30,13:26:00,01:16:00,NULL,2017-10-22 00:00,gate
34,SY466,2017-10-26,2017-10-26,13:28:00,10:44:00,NULL,2017-10-22 00:00,gate
35,QR1600,2017-11-03,2017-11-03,08:13:00,09:27:00,NULL,2017-10-22 00:00,gate
36,JL2881,2017-11-04,2017-11-04,07:53:00,15:16:00,NULL,2017-10-22 00:00,gate
37,QF2406,2017-11-19,2017-11-19,19:13:00,10:33:00,NULL,2017-10-22 00:00,gate
38,NK199,2017-11-06,2017-11-06,12:33:00,16:07:00,NULL,2017-10-22 00:00,gate
39,EY1920,2017-10-22,2017-10-22,06:53:00,01:04:00,NULL,2017-10-22 00:00,gate
40,TSC1100,2017-11-03,2017-11-03,04:42:00,00:07:00,NULL,2017-10-22 00:00,gate
41,PO3933,2017-10-28,2017-10-28,23:14:00,03:21:00,NULL,2017-10-22 00:00,gate
42,CA285,2017-11-24,2017-11-24,10:20:00,23:45:00,NULL,2017-10-22 00:00,gate
43,DY2863,2017-11-07,2017-11-07,00:11:00,08:28:00,NULL,2017-10-22 00:00,gate
44,DY1539,2017-11-17,2017-11-17,23:09:00,14:02:00,NULL,2017-10-22 00:00,gate
45,NK1722,2017-11-17,2017-11-17,16:36:00,01:57:00,NULL,2017-10-22 00:00,gate
46,LX2172,2017-11-27,2017-11-27,13:26:00,16:57:00,NULL,2017-10-22 00:00,gate
47,QF1084,2017-10-22,2017-10-22,17:28:00,13:06:00,NULL,2017-10-22 00:00,gate
48,JL82,2017-11-08,2017-11-08,07:28:00,04:05:00,NULL,2017-10-22 00:00,gate
49,SQ2924,2017-11-24,2017-11-24,12:42:00,02:40:00,NULL,2017-10-22 00:00,gate
50,AM3522,2017-10-28,2017-10-28,07:40:00,08:37:00,NULL,2017-10-22 00:00,gate
51,FI3720,2017-11-17,2017-11-17,20:49:00,04:15:00,NULL,2017-10-22 00:00,gate
52,NK3007,2017-11-30,2017-11-30,22:05:00,06:41:00,NULL,2017-10-22 00:00,gate
53,EK498,2017-11-12,2017-11-12,12:48:00,18:58:00,NULL,2017-10-22 00:00,gate
54,EY2769,2017-11-06,2017-11-06,08:44:00,20:50:00,NULL,2017-10-22 00:00,gate
55,5X3773,2017-11-18,2017-11-18,00:45:00,06:29:00,NULL,2017-10-22 00:00,gate
56,UA3968,2017-10-22,2017-10-22,21:59:00,02:33:00,NULL,2017-10-22 00:00,gate
57,GA419,2017-12-01,2017-12-01,18:00:00,04:23:00,NULL,2017-10-22 00:00,gate
58,TSC1540,2017-11-18,2017-11-18,10:25:00,09:17:00,NULL,2017-10-22 00:00,gate
59,HX2226,2017-12-02,2017-12-02,18:23:00,15:05:00,NULL,2017-10-22 00:00,gate
60,AC3675,2017-11-29,2017-11-29,03:52:00,06:24:00,NULL,2017-10-22 00:00,gate
61,PO1731,2017-10-28,2017-10-28,03:16:00,04:27:00,NULL,2017-10-22 00:00,gate
62,FX3885,2017-11-10,2017-11-10,20:46:00,11:02:00,NULL,2017-10-22 00:00,gate
63,5Y2123,2017-11-09,2017-11-09,22:52:00,01:51:00,NULL,2017-10-22 00:00,gate
64,FX1435,2017-11-03,2017-11-03,00:58:00,22:13:00,NULL,2017-10-22 00:00,gate
65,WN1489,2017-11-28,2017-11-28,21:53:00,17:18:00,NULL,2017-10-22 00:00,gate
66,AA601,2017-11-03,2017-11-03,13:16:00,05:46:00,NULL,2017-10-22 00:00,gate
67,BR252,2017-11-28,2017-11-28,00:14:00,08:00:00,NULL,2017-10-22 00:00,gate
68,5X1257,2017-12-03,2017-12-03,06:22:00,18:04:00,NULL,2017-10-22 00:00,gate
69,KL1604,2017-11-23,2017-11-23,23:31:00,07:44:00,NULL,2017-10-22 00:00,gate
70,VS66,2017-11-16,2017-11-16,07:10:00,08:46:00,NULL,2017-10-22 00:00,gate
71,AF3857,2017-11-14,2017-11-14,03:59:00,21:43:00,NULL,2017-10-22 00:00,gate
72,F9825,2017-11-30,2017-11-30,23:11:00,01:49:00,NULL,2017-10-22 00:00,gate
73,ROU548,2017-10-23,2017-10-23,10:48:00,00:45:00,NULL,2017-10-22 00:00,gate
74,LX214,2017-11-27,2017-11-27,22:37:00,03:40:00,NULL,2017-10-22 00:00,gate
75,SY3811,2017-11-26,2017-11-26,16:49:00,12:32:00,NULL,2017-10-22 00:00,gate
76,AC3513,2017-11-03,2017-11-03,19:47:00,08:06:00,NULL,2017-10-22 00:00,gate
77,AY2327,2017-11-13,2017-11-13,11:46:00,10:23:00,NULL,2017-10-22 00:00,gate
78,PO2027,2017-10-22,2017-10-22,20:01:00,22:08:00,NULL,2017-10-22 00:00,gate
79,AA3262,2017-11-06,2017-11-06,03:33:00,17:42:00,NULL,2017-10-22 00:00,gate
80,FX1985,2017-12-01,2017-12-01,04:45:00,04:40:00,NULL,2017-10-22 00:00,gate
81,EY2758,2017-10-26,2017-10-26,14:32:00,19:52:00,NULL,2017-10-22 00:00,gate
82,TSC3948,2017-11-09,2017-11-09,11:38:00,03:23:00,NULL,2017-10-22 00:00,gate
83,GA863,2017-11-12,2017-11-12,22:25:00,02:46:00,NULL,2017-10-22 00:00,gate
84,HX2707,2017-10-30,2017-10-30,08:41:00,06:35:00,NULL,2017-10-22 00:00,gate
85,SWG3296,2017-10-23,2017-10-23,08:33:00,05:26:00,NULL,2017-10-22 00:00,gate
86,BR2906,2017-10-26,2017-10-26,04:19:00,13:24:00,NULL,2017-10-22 00:00,gate
87,PO3446,2017-11-11,2017-11-11,12:02:00,05:20:00,NULL,2017-10-22 00:00,gate
88,SY2757,2017-11-17,2017-11-17,23:51:00,07:05:00,NULL,2017-10-22 00:00,gate
89,NK1445,2017-11-27,2017-11-27,03:17:00,15:31:00,NULL,2017-10-22 00:00,gate
90,AY478,2017-11-26,2017-11-26,23:57:00,18:21:00,NULL,2017-10-22 00:00,gate
91,AA2819,2017-10-23,2017-10-23,08:57:00,02:06:00,NULL,2017-10-22 00:00,gate
92,FI841,2017-11-11,2017-11-11,11:16:00,06:08:00,NULL,2017-10-22 00:00,gate
93,LH3191,2017-11-18,2017-11-18,14:49:00,03:35:00,NULL,2017-10-22 00:00,gate
94,SWG1726,2017-11-11,2017-11-11,22:23:00,01:54:00,NULL,2017-10-22 00:00,gate
95,PO792,2017-11-10,2017-11-10,10:51:00,15:19:00,NULL,2017-10-22 00:00,gate
96,CA408,2017-11-13,2017-11-13,21:22:00,02:38:00,NULL,2017-10-22 00:00,gate
97,FI2013,2017-11-19,2017-11-19,03:03:00,08:55:00,NULL,2017-10-22 00:00,gate
98,CX1227,2017-10-28,2017-10-28,22:09:00,09:00:00,NULL,2017-10-22 00:00,gate
99,WN3878,2017-11-25,2017-11-25,10:10:00,10:34:00,NULL,2017-10-22 00:00,gate
100,BR2102,2017-11-03,2017-11-03,08:22:00,23:23:00,NULL,2017-10-22 00:00,gate
101,5X2359,2017-11-08,2017-11-08,02:39:00,23:47:00,NULL,2017-10-22 00:00,gate
102,EY2769,2017-10-29,2017-10-29,08:44:00,20:50:00,NULL,2017-10-22 00:00,gate
103,SWG1355,2017-11-03,2017-11-03,16:51:00,05:38:00,NULL,2017-10-22 00:00,gate
104,B62412,2017-10-25,2017-10-25,13:02:00,11:58:00,NULL,2017-10-22 00:00,gate
105,EY2991,2017-12-03,2017-12-03,17:21:00,02:12:00,NULL,2017-10-22 00:00,gate
106,VS1492,2017-10-25,2017-10-25,13:09:00,12:26:00,NULL,2017-10-22 00:00,gate
107,AA2890,2017-11-28,2017-11-28,06:42:00,18:55:00,NULL,2017-10-22 00:00,gate
108,AS332,2017-11-16,2017-11-16,17:18:00,11:05:00,NULL,2017-10-22 00:00,gate
109,DY2018,2017-10-29,2017-10-29,05:18:00,10:25:00,NULL,2017-10-22 00:00,gate
110,PD3993,2017-11-30,2017-11-30,09:24:00,01:33:00,NULL,2017-10-22 00:00,gate
111,B63303,2017-11-02,2017-11-02,17:48:00,23:44:00,NULL,2017-10-22 00:00,gate
112,B6807,2017-11-14,2017-11-14,05:59:00,18:14:00,NULL,2017-10-22 00:00,gate
113,AA2033,2017-11-21,2017-11-21,06:49:00,07:18:00,NULL,2017-10-22 00:00,gate
114,NZ613,2017-11-18,2017-11-18,02:23:00,01:26:00,NULL,2017-10-22 00:00,gate
115,BA1038,2017-11-29,2017-11-29,16:42:00,12:45:00,NULL,2017-10-22 00:00,gate
116,TK2146,2017-11-23,2017-11-23,10:04:00,00:24:00,NULL,2017-10-22 00:00,gate
117,5Y1138,2017-11-10,2017-11-10,16:08:00,05:43:00,NULL,2017-10-22 00:00,gate
118,EY2963,2017-11-07,2017-11-07,03:56:00,10:47:00,NULL,2017-10-22 00:00,gate
119,KL614,2017-11-20,2017-11-20,06:40:00,14:43:00,NULL,2017-10-22 00:00,gate
120,AM659,2017-11-20,2017-11-20,19:03:00,05:30:00,NULL,2017-10-22 00:00,gate
121,BA2204,2017-11-20,2017-11-20,13:29:00,09:13:00,NULL,2017-10-22 00:00,gate
122,AS1520,2017-11-29,2017-11-29,13:50:00,00:28:00,NULL,2017-10-22 00:00,gate
123,5Y1848,2017-11-04,2017-11-04,01:52:00,06:54:00,NULL,2017-10-22 00:00,gate
124,AZ56,2017-12-03,2017-12-03,22:10:00,15:54:00,NULL,2017-10-22 00:00,gate
125,AZ2920,2017-11-04,2017-11-04,13:46:00,09:59:00,NULL,2017-10-22 00:00,gate
126,AM3471,2017-10-23,2017-10-23,14:10:00,05:07:00,NULL,2017-10-22 00:00,gate
127,B61209,2017-12-02,2017-12-02,16:27:00,03:04:00,NULL,2017-10-22 00:00,gate
128,FI1487,2017-10-22,2017-10-22,15:03:00,21:48:00,NULL,2017-10-22 00:00,gate
129,ROU2612,2017-11-07,2017-11-07,02:37:00,21:12:00,NULL,2017-10-22 00:00,gate
130,CU867,2017-11-10,2017-11-10,15:10:00,00:05:00,NULL,2017-10-22 00:00,gate
131,GA3893,2017-11-09,2017-11-09,14:36:00,05:17:00,NULL,2017-10-22 00:00,gate
132,CX2187,2017-11-15,2017-11-15,08:04:00,12:44:00,NULL,2017-10-22 00:00,gate
133,KL154,2017-11-22,2017-11-22,19:20:00,09:48:00,NULL,2017-10-22 00:00,gate
134,5X609,2017-10-30,2017-10-30,12:38:00,03:04:00,NULL,2017-10-22 00:00,gate
135,FI1976,2017-11-04,2017-11-04,13:53:00,14:26:00,NULL,2017-10-22 00:00,gate
136,EY2629,2017-10-26,2017-10-26,12:56:00,23:26:00,NULL,2017-10-22 00:00,gate
137,5X2955,2017-11-26,2017-11-26,18:05:00,14:56:00,NULL,2017-10-22 00:00,gate
138,QF3255,2017-10-28,2017-10-28,04:53:00,12:53:00,NULL,2017-10-22 00:00,gate
139,SY3783,2017-11-07,2017-11-07,12:53:00,00:32:00,NULL,2017-10-22 00:00,gate
140,CU100,2017-10-31,2017-10-31,16:53:00,12:43:00,NULL,2017-10-22 00:00,gate
141,NK1162,2017-11-04,2017-11-04,11:15:00,20:23:00,NULL,2017-10-22 00:00,gate
142,CU1294,2017-11-25,2017-11-25,06:36:00,23:55:00,NULL,2017-10-22 00:00,gate
143,DL1145,2017-11-20,2017-11-20,11:25:00,04:20:00,NULL,2017-10-22 00:00,gate
144,AM410,2017-11-18,2017-11-18,11:27:00,16:02:00,NULL,2017-10-22 00:00,gate
145,AF951,2017-11-20,2017-11-20,19:55:00,12:18:00,NULL,2017-10-22 00:00,gate
146,AC2254,2017-10-31,2017-10-31,22:08:00,01:51:00,NULL,2017-10-22 00:00,gate
147,EY2816,2017-10-25,2017-10-25,17:57:00,06:44:00,NULL,2017-10-22 00:00,gate
148,JZA402,2017-11-29,2017-11-29,08:05:00,22:28:00,NULL,2017-10-22 00:00,gate
149,AM1123,2017-11-05,2017-11-05,15:53:00,08:51:00,NULL,2017-10-22 00:00,gate
150,CX3267,2017-10-24,2017-10-24,19:11:00,11:27:00,NULL,2017-10-22 00:00,gate
151,EK2457,2017-11-29,2017-11-29,05:15:00,10:02:00,NULL,2017-10-22 00:00,gate
152,AY3847,2017-11-25,2017-11-25,13:40:00,15:43:00,NULL,2017-10-22 00:00,gate
153,AM1318,2017-10-25,2017-10-25,16:38:00,20:17:00,NULL,2017-10-22 00:00,gate
154,SQ2621,2017-12-01,2017-12-01,12:44:00,04:20:00,NULL,2017-10-22 00:00,gate
155,AC76,2017-11-05,2017-11-05,10:49:00,22:04:00,NULL,2017-10-22 00:00,gate
156,HX336,2017-12-03,2017-12-03,07:05:00,11:50:00,NULL,2017-10-22 00:00,gate
157,CX2153,2017-11-06,2017-11-06,12:32:00,06:34:00,NULL,2017-10-22 00:00,gate
158,CU528,2017-11-20,2017-11-20,03:56:00,22:06:00,NULL,2017-10-22 00:00,gate
159,JZA1002,2017-10-29,2017-10-29,23:50:00,20:27:00,NULL,2017-10-22 00:00,gate
160,AC1851,2017-11-09,2017-11-09,06:30:00,11:03:00,NULL,2017-10-22 00:00,gate
161,NK1820,2017-11-26,2017-11-26,21:45:00,17:44:00,NULL,2017-10-22 00:00,gate
162,CU1614,2017-11-22,2017-11-22,05:09:00,01:41:00,NULL,2017-10-22 00:00,gate
163,CA3530,2017-11-27,2017-11-27,14:51:00,19:39:00,NULL,2017-10-22 00:00,gate
164,CU3970,2017-11-22,2017-11-22,16:11:00,18:39:00,NULL,2017-10-22 00:00,gate
165,5X968,2017-11-30,2017-11-30,10:54:00,06:56:00,NULL,2017-10-22 00:00,gate
166,LH827,2017-10-24,2017-10-24,17:42:00,13:25:00,NULL,2017-10-22 00:00,gate
167,G42985,2017-11-02,2017-11-02,12:30:00,23:43:00,NULL,2017-10-22 00:00,gate
168,AA817,2017-10-23,2017-10-23,06:13:00,14:25:00,NULL,2017-10-22 00:00,gate
169,TK3791,2017-10-25,2017-10-25,03:23:00,20:52:00,NULL,2017-10-22 00:00,gate
170,SWG3041,2017-11-28,2017-11-28,03:54:00,19:53:00,NULL,2017-10-22 00:00,gate
171,GA587,2017-10-30,2017-10-30,21:16:00,23:13:00,NULL,2017-10-22 00:00,gate
172,AF2273,2017-11-30,2017-11-30,11:07:00,17:19:00,NULL,2017-10-22 00:00,gate
173,EK2449,2017-11-13,2017-11-13,20:10:00,04:54:00,NULL,2017-10-22 00:00,gate
174,CA1282,2017-10-28,2017-10-28,08:02:00,19:55:00,NULL,2017-10-22 00:00,gate
175,EK2907,2017-11-18,2017-11-18,10:10:00,14:15:00,NULL,2017-10-22 00:00,gate
176,VS1107,2017-11-24,2017-11-24,03:28:00,07:02:00,NULL,2017-10-22 00:00,gate
177,AY8,2017-11-08,2017-11-08,12:15:00,08:40:00,NULL,2017-10-22 00:00,gate
178,GA980,2017-11-07,2017-11-07,16:21:00,08:36:00,NULL,2017-10-22 00:00,gate
179,GA2654,2017-11-30,2017-11-30,21:01:00,11:04:00,NULL,2017-10-22 00:00,gate
180,VX2362,2017-11-09,2017-11-09,18:02:00,21:21:00,NULL,2017-10-22 00:00,gate
181,FX168,2017-11-15,2017-11-15,16:10:00,14:37:00,NULL,2017-10-22 00:00,gate
182,FX330,2017-11-23,2017-11-23,04:08:00,19:11:00,NULL,2017-10-22 00:00,gate
183,AY3261,2017-11-29,2017-11-29,06:45:00,14:05:00,NULL,2017-10-22 00:00,gate
184,CU1800,2017-11-17,2017-11-17,00:55:00,18:45:00,NULL,2017-10-22 00:00,gate
185,PO266,2017-11-13,2017-11-13,11:57:00,12:08:00,NULL,2017-10-22 00:00,gate
186,EY991,2017-11-20,2017-11-20,04:19:00,14:21:00,NULL,2017-10-22 00:00,gate
187,KL1458,2017-10-26,2017-10-26,12:23:00,17:00:00,NULL,2017-10-22 00:00,gate
188,ROU3634,2017-11-15,2017-11-15,18:29:00,11:44:00,NULL,2017-10-22 00:00,gate
189,VX2362,2017-11-01,2017-11-01,18:02:00,21:21:00,NULL,2017-10-22 00:00,gate
190,EY962,2017-11-21,2017-11-21,21:20:00,05:58:00,NULL,2017-10-22 00:00,gate
191,FI2650,2017-10-22,2017-10-22,19:07:00,18:46:00,NULL,2017-10-22 00:00,gate
192,PD3821,2017-10-30,2017-10-30,09:15:00,13:09:00,NULL,2017-10-22 00:00,gate
193,5X2090,2017-11-27,2017-11-27,09:30:00,19:32:00,NULL,2017-10-22 00:00,gate
194,BA167,2017-11-13,2017-11-13,18:01:00,17:21:00,NULL,2017-10-22 00:00,gate
195,AA686,2017-11-20,2017-11-20,10:57:00,14:44:00,NULL,2017-10-22 00:00,gate
196,QF503,2017-10-27,2017-10-27,05:48:00,12:15:00,NULL,2017-10-22 00:00,gate
197,SWG1393,2017-11-22,2017-11-22,18:35:00,09:41:00,NULL,2017-10-22 00:00,gate
198,CX1939,2017-11-29,2017-11-29,05:52:00,18:46:00,NULL,2017-10-22 00:00,gate
199,JZA2633,2017-11-07,2017-11-07,02:48:00,11:22:00,NULL,2017-10-22 00:00,gate
200,G478,2017-10-25,2017-10-25,10:55:00,14:50:00,NULL,2017-10-22 00:00,gate
201,HA2858,2017-11-23,2017-11-23,22:33:00,07:48:00,NULL,2017-10-22 00:00,gate
202,ROU2817,2017-11-25,2017-11-25,12:46:00,10:40:00,NULL,2017-10-22 00:00,gate
203,HA493,2017-10-31,2017-10-31,14:13:00,15:46:00,NULL,2017-10-22 00:00,gate
204,PD1169,2017-10-27,2017-10-27,15:50:00,06:52:00,NULL,2017-10-22 00:00,gate
205,CX145,2017-12-02,2017-12-02,00:37:00,01:18:00,NULL,2017-10-22 00:00,gate
206,LX2981,2017-11-01,2017-11-01,06:42:00,05:12:00,NULL,2017-10-22 00:00,gate
207,NK2846,2017-11-28,2017-11-28,09:48:00,06:11:00,NULL,2017-10-22 00:00,gate
208,TSC1253,2017-11-01,2017-11-01,11:12:00,11:34:00,NULL,2017-10-22 00:00,gate
209,PD2119,2017-11-15,2017-11-15,08:34:00,03:17:00,NULL,2017-10-22 00:00,gate
210,CX1227,2017-10-30,2017-10-30,22:09:00,09:00:00,NULL,2017-10-22 00:00,gate
211,QR2559,2017-10-29,2017-10-29,19:55:00,23:50:00,NULL,2017-10-22 00:00,gate
212,EK3797,2017-10-23,2017-10-23,00:19:00,19:07:00,NULL,2017-10-22 00:00,gate
213,CA1132,2017-10-31,2017-10-31,05:45:00,19:49:00,NULL,2017-10-22 00:00,gate
214,AZ2877,2017-11-27,2017-11-27,17:40:00,06:59:00,NULL,2017-10-22 00:00,gate
215,WN1010,2017-11-13,2017-11-13,07:49:00,21:57:00,NULL,2017-10-22 00:00,gate
216,HX626,2017-11-10,2017-11-10,04:31:00,09:46:00,NULL,2017-10-22 00:00,gate
217,KL1921,2017-11-07,2017-11-07,13:52:00,06:21:00,NULL,2017-10-22 00:00,gate
218,AM505,2017-11-05,2017-11-05,01:42:00,21:20:00,NULL,2017-10-22 00:00,gate
219,PD430,2017-10-23,2017-10-23,07:25:00,19:10:00,NULL,2017-10-22 00:00,gate
220,AC3863,2017-11-24,2017-11-24,22:52:00,03:12:00,NULL,2017-10-22 00:00,gate
221,AF3437,2017-11-16,2017-11-16,20:16:00,06:36:00,NULL,2017-10-22 00:00,gate
222,JZA3259,2017-11-02,2017-11-02,14:43:00,17:51:00,NULL,2017-10-22 00:00,gate
223,NZ963,2017-11-16,2017-11-16,23:29:00,00:02:00,NULL,2017-10-22 00:00,gate
224,HX3798,2017-11-09,2017-11-09,15:58:00,04:10:00,NULL,2017-10-22 00:00,gate
225,HA1320,2017-10-31,2017-10-31,00:57:00,10:12:00,NULL,2017-10-22 00:00,gate
226,G41574,2017-11-19,2017-11-19,23:11:00,12:11:00,NULL,2017-10-22 00:00,gate
227,HA1948,2017-10-27,2017-10-27,10:09:00,16:59:00,NULL,2017-10-22 00:00,gate
228,HX977,2017-11-08,2017-11-08,20:41:00,08:14:00,NULL,2017-10-22 00:00,gate
229,VX105,2017-10-28,2017-10-28,22:36:00,17:03:00,NULL,2017-10-22 00:00,gate
230,DY242,2017-12-02,2017-12-02,11:27:00,08:53:00,NULL,2017-10-22 00:00,gate
231,DL2099,2017-11-02,2017-11-02,15:50:00,19:56:00,NULL,2017-10-22 00:00,gate
232,QR1816,2017-10-23,2017-10-23,11:26:00,07:50:00,NULL,2017-10-22 00:00,gate
233,SQ3091,2017-10-27,2017-10-27,06:16:00,04:06:00,NULL,2017-10-22 00:00,gate
234,JZA1147,2017-11-23,2017-11-23,03:18:00,05:38:00,NULL,2017-10-22 00:00,gate
235,AS1892,2017-11-24,2017-11-24,05:04:00,09:22:00,NULL,2017-10-22 00:00,gate
236,5Y1121,2017-11-26,2017-11-26,12:19:00,09:38:00,NULL,2017-10-22 00:00,gate
237,LH960,2017-11-01,2017-11-01,10:30:00,18:10:00,NULL,2017-10-22 00:00,gate
238,SQ3091,2017-11-11,2017-11-11,06:16:00,04:06:00,NULL,2017-10-22 00:00,gate
239,TSC2682,2017-10-28,2017-10-28,10:57:00,03:38:00,NULL,2017-10-22 00:00,gate
240,PO1158,2017-10-29,2017-10-29,08:50:00,16:37:00,NULL,2017-10-22 00:00,gate
241,VS1438,2017-10-23,2017-10-23,04:46:00,11:17:00,NULL,2017-10-22 00:00,gate
242,TSC384,2017-10-30,2017-10-30,06:18:00,09:14:00,NULL,2017-10-22 00:00,gate
243,CU978,2017-11-04,2017-11-04,13:25:00,13:00:00,NULL,2017-10-22 00:00,gate
244,JZA555,2017-11-12,2017-11-12,09:47:00,22:39:00,NULL,2017-10-22 00:00,gate
245,ROU3594,2017-11-19,2017-11-19,18:42:00,22:42:00,NULL,2017-10-22 00:00,gate
246,JL3265,2017-11-17,2017-11-17,18:06:00,04:37:00,NULL,2017-10-22 00:00,gate
247,BR3881,2017-10-27,2017-10-27,09:45:00,14:15:00,NULL,2017-10-22 00:00,gate
248,JZA516,2017-11-29,2017-11-29,17:46:00,07:43:00,NULL,2017-10-22 00:00,gate
249,UA3968,2017-10-28,2017-10-28,21:59:00,02:33:00,NULL,2017-10-22 00:00,gate
250,QF2805,2017-10-31,2017-10-31,22:25:00,11:43:00,NULL,2017-10-22 00:00,gate
251,KL3024,2017-11-14,2017-11-14,09:07:00,11:22:00,NULL,2017-10-22 00:00,gate
252,GA946,2017-11-30,2017-11-30,09:44:00,05:53:00,NULL,2017-10-22 00:00,gate
253,F92050,2017-11-27,2017-11-27,13:32:00,05:23:00,NULL,2017-10-22 00:00,gate
254,SQ409,2017-11-28,2017-11-28,07:40:00,12:56:00,NULL,2017-10-22 00:00,gate
255,BR890,2017-11-23,2017-11-23,03:53:00,06:27:00,NULL,2017-10-22 00:00,gate
256,EY829,2017-10-31,2017-10-31,02:31:00,13:46:00,NULL,2017-10-22 00:00,gate
257,FI819,2017-11-12,2017-11-12,12:37:00,06:55:00,NULL,2017-10-22 00:00,gate
258,QF3044,2017-11-23,2017-11-23,09:07:00,17:02:00,NULL,2017-10-22 00:00,gate
259,PO1804,2017-11-17,2017-11-17,09:22:00,03:52:00,NULL,2017-10-22 00:00,gate
260,AA601,2017-11-07,2017-11-07,13:16:00,05:46:00,NULL,2017-10-22 00:00,gate
261,HA3913,2017-11-21,2017-11-21,16:22:00,00:18:00,NULL,2017-10-22 00:00,gate
262,F93327,2017-10-27,2017-10-27,20:40:00,16:18:00,NULL,2017-10-22 00:00,gate
263,5Y855,2017-10-30,2017-10-30,02:12:00,21:57:00,NULL,2017-10-22 00:00,gate
264,TSC245,2017-12-02,2017-12-02,05:21:00,19:28:00,NULL,2017-10-22 00:00,gate
265,ROU828,2017-11-03,2017-11-03,20:51:00,11:17:00,NULL,2017-10-22 00:00,gate
266,AZ662,2017-11-13,2017-11-13,22:14:00,16:28:00,NULL,2017-10-22 00:00,gate
267,UA374,2017-11-30,2017-11-30,22:13:00,04:07:00,NULL,2017-10-22 00:00,gate
268,AS1585,2017-10-26,2017-10-26,22:22:00,15:59:00,NULL,2017-10-22 00:00,gate
269,DY3756,2017-11-27,2017-11-27,22:42:00,11:05:00,NULL,2017-10-22 00:00,gate
270,BR252,2017-11-10,2017-11-10,00:14:00,08:00:00,NULL,2017-10-22 00:00,gate
271,PD1861,2017-11-25,2017-11-25,16:36:00,10:47:00,NULL,2017-10-22 00:00,gate
272,CA755,2017-11-16,2017-11-16,07:59:00,11:30:00,NULL,2017-10-22 00:00,gate
273,NK14,2017-11-11,2017-11-11,23:47:00,21:42:00,NULL,2017-10-22 00:00,gate
274,CU2947,2017-11-28,2017-11-28,12:35:00,11:50:00,NULL,2017-10-22 00:00,gate
275,AC648,2017-11-01,2017-11-01,20:54:00,16:32:00,NULL,2017-10-22 00:00,gate
