893,5X,YUL,BJX,21:24:00,08:50:00,02:36:00,5X893
919,5X,YUL,OXR,21:15:00,00:46:00,01:46:00,5X919
968,5X,YUL,MYD,10:54:00,06:56:00,01:39:00,5X968
1092,5Y,YUL,POS,05:37:00,18:05:00,01:29:00,5Y1092
1103,5Y,YUL,CNX,18:37:00,13:38:00,02:53:00,5Y1103
1106,5Y,YUL,ACH,08:31:00,13:27:00,02:16:00,5Y1106
1115,5Y,YUL,LBQ,15:13:00,03:17:00,01:29:00,5Y1115
1116,5Y,YUL,OKD,12:15:00,13:51:00,01:55:00,5Y1116
1121,5Y,YUL,AJY,12:19:00,09:38:00,02:34:00,5Y1121
1128,5Y,YUL,ULN,14:58:00,15:14:00,02:17:00,5Y1128
1138,5Y,YUL,MLS,16:08:00,05:43:00,02:46:00,5Y1138
1164,5Y,YUL,AJF,12:14:00,09:38:00,02:37:00,5Y1164
1221,5Y,YUL,LZR,00:39:00,00:03:00,01:47:00,5Y1221
1302,5Y,YUL,TRF,13:17:00,00:33:00,02:44:00,5Y1302
1344,5Y,YUL,CMQ,21:21:00,15:47:00,02:29:00,5Y1344
1361,5Y,YUL,CME,19:58:00,23:35:00,01:16:00,5Y1361
1388,5Y,YUL,ANR,21:17:00,12:28:00,02:49:00,5Y1388
1442,5Y,YUL,ZTM,17:34:00,06:50:00,02:01:00,5Y1442
1461,5Y,YUL,KYS,06:13:00,20:14:00,01:13:00,5Y1461
150,5Y,YUL,LXR,17:23:00,16:15:00,01:51:00,5Y150
1517,5Y,YUL,CMB,06:00:00,05:16:00,01:12:00,5Y1517
152,5Y,YUL,LRF,05:01:00,00:41:00,02:15:00,5Y152
1524,5Y,YUL,MTH,09:43:00,09:06:00,01:34:00,5Y1524
155,5Y,YUL,CWA,23:12:00,23:38:00,01:03:00,5Y155
1602,5Y,YUL,ESF,19:16:00,20:47:00,02:17:00,5Y1602
1684,5Y,YUL,RBR,01:28:00,20:44:00,01:26:00,5Y1684
1735,5Y,YUL,BBY,23:29:00,15:38:00,01:09:00,5Y1735
177,5Y,YUL,TLH,22:38:00,05:19:00,01:18:00,5Y177
1790,5Y,YUL,CIA,19:46:00,21:58:00,02:11:00,5Y1790
1848,5Y,YUL,CGB,01:52:00,06:54:00,02:54:00,5Y1848
1857,5Y,YUL,OVB,12:11:00,23:55:00,02:17:00,5Y1857
1895,5Y,YUL,JAA,22:50:00,11:40:00,01:36:00,5Y1895
1934,5Y,YUL,GDV,21:32:00,19:22:00,01:08:00,5Y1934
194,5Y,YUL,SKV,22:02:00,05:00:00,01:52:00,5Y194
1961,5Y,YUL,PSC,17:08:00,18:07:00,01:45:00,5Y1961
2089,5Y,HOQ,YUL,12:20:00,00:41:00,02:40:00,5Y2089
2114,5Y,UGO,YUL,06:41:00,11:06:00,01:40:00,5Y2114
2121,5Y,SOU,YUL,10:48:00,01:58:00,02:04:00,5Y2121
2123,5Y,BRU,YUL,22:52:00,01:51:00,01:14:00,5Y2123
2176,5Y,KSD,YUL,05:25:00,07:08:00,02:55:00,5Y2176
2189,5Y,KID,YUL,03:09:00,12:27:00,01:15:00,5Y2189
225,5Y,YUL,JNA,23:51:00,10:34:00,02:47:00,5Y225
2274,5Y,GON,YUL,09:53:00,23:18:00,01:06:00,5Y2274
2290,5Y,MEM,YUL,17:54:00,17:46:00,02:19:00,5Y2290
2306,5Y,KTT,YUL,19:23:00,07:23:00,01:53:00,5Y2306
2444,5Y,OOM,YUL,21:38:00,09:15:00,01:07:00,5Y2444
2537,5Y,ACI,YUL,07:02:00,08:00:00,01:58:00,5Y2537
2596,5Y,WVB,YUL,21:31:00,10:41:00,01:50:00,5Y2596
2752,5Y,FAI,YUL,23:11:00,10:12:00,01:23:00,5Y2752
2891,5Y,WRL,YUL,12:52:00,15:21:00,01:35:00,5Y2891
2950,5Y,LCY,YUL,22:08:00,18:10:00,02:28:00,5Y2950
2965,5Y,LHR,YUL,06:10:00,00:39:00,02:31:00,5Y2965
2986,5Y,KIK,YUL,09:33:00,06:22:00,01:50:00,5Y2986
3010,5Y,AZS,YUL,08:11:00,03:27:00,02:07:00,5Y3010
3078,5Y,SIP,YUL,19:31:00,04:29:00,02:22:00,5Y3078
3098,5Y,NEV,YUL,02:37:00,09:15:00,01:37:00,5Y3098
3104,5Y,BKI,YUL,11:05:00,23:19:00,02:42:00,5Y3104
3138,5Y,DUB,YUL,08:39:00,12:36:00,01:07:00,5Y3138
3298,5Y,WLB,YUL,08:23:00,17:00:00,02:40:00,5Y3298
342,5Y,YUL,FAE,04:35:00,09:04:00,01:42:00,5Y342
3426,5Y,LPP,YUL,17:07:00,16:02:00,01:57:00,5Y3426
3442,5Y,SPN,YUL,02:43:00,12:05:00,02:37:00,5Y3442
3544,5Y,SMF,YUL,15:59:00,23:17:00,02:41:00,5Y3544
3567,5Y,SON,YUL,14:00:00,06:33:00,01:33:00,5Y3567
3571,5Y,AVL,YUL,05:05:00,04:22:00,02:01:00,5Y3571
3608,5Y,MNL,YUL,07:07:00,16:59:00,01:06:00,5Y3608
3656,5Y,VDE,YUL,06:50:00,18:31:00,02:37:00,5Y3656
3679,5Y,KRT,YUL,07:39:00,08:08:00,01:45:00,5Y3679
3685,5Y,FIE,YUL,22:35:00,18:26:00,01:45:00,5Y3685
3726,5Y,SZG,YUL,21:53:00,10:08:00,02:21:00,5Y3726
3746,5Y,TED,YUL,16:19:00,05:50:00,01:12:00,5Y3746
3839,5Y,PFO,YUL,08:42:00,15:02:00,02:34:00,5Y3839
3852,5Y,ABR,YUL,13:20:00,16:20:00,01:21:00,5Y3852
3894,5Y,KBL,YUL,01:17:00,06:05:00,02:04:00,5Y3894
3914,5Y,RHI,YUL,17:43:00,06:27:00,02:14:00,5Y3914
551,5Y,YUL,BFD,20:41:00,19:12:00,01:13:00,5Y551
579,5Y,YUL,EDI,19:26:00,15:16:00,01:50:00,5Y579
641,5Y,YUL,ENA,10:25:00,02:02:00,02:16:00,5Y641
714,5Y,YUL,LBQ,14:31:00,17:15:00,01:27:00,5Y714
715,5Y,YUL,SDS,09:15:00,18:18:00,01:29:00,5Y715
724,5Y,YUL,BUH,07:05:00,19:12:00,01:01:00,5Y724
855,5Y,YUL,FOD,02:12:00,21:57:00,01:02:00,5Y855
878,5Y,YUL,AHU,05:31:00,07:07:00,01:17:00,5Y878
925,5Y,YUL,KID,23:00:00,02:57:00,01:56:00,5Y925
958,5Y,YUL,LST,23:13:00,19:48:00,02:07:00,5Y958
97,5Y,YUL,POP,11:17:00,15:40:00,02:47:00,5Y97
981,5Y,YUL,VIX,16:50:00,07:44:00,01:47:00,5Y981
1032,AA,YUL,TWU,06:25:00,16:40:00,02:57:00,AA1032
1037,AA,YUL,CAN,05:11:00,07:00:00,02:27:00,AA1037
1044,AA,YUL,COO,21:45:00,12:19:00,01:50:00,AA1044
1073,AA,YUL,ARH,08:27:00,16:55:00,01:19:00,AA1073
1091,AA,YUL,JDF,19:01:00,21:11:00,02:11:00,AA1091
1114,AA,YUL,SCK,12:12:00,23:14:00,01:26:00,AA1114
1117,AA,YUL,WEL,07:37:00,12:55:00,02:58:00,AA1117
1118,AA,YUL,CDG,16:25:00,05:54:00,02:39:00,AA1118
1153,AA,YUL,BAK,16:11:00,21:34:00,02:16:00,AA1153
1176,AA,YUL,JUT,19:25:00,14:57:00,01:59:00,AA1176
1233,AA,YUL,SIX,03:51:00,00:56:00,02:44:00,AA1233
1271,AA,YUL,TCI,11:58:00,22:12:00,01:03:00,AA1271
1287,AA,YUL,YYC,18:16:00,09:13:00,02:48:00,AA1287
1312,AA,YUL,CAS,14:54:00,11:21:00,02:40:00,AA1312
1389,AA,YUL,HNA,05:26:00,17:19:00,02:21:00,AA1389
1433,AA,YUL,SUX,18:22:00,23:49:00,01:02:00,AA1433
1449,AA,YUL,FKL,19:40:00,04:17:00,01:21:00,AA1449
1467,AA,YUL,TVL,22:46:00,18:35:00,02:58:00,AA1467
1509,AA,YUL,BSB,13:15:00,17:31:00,02:08:00,AA1509
157,AA,YUL,TMS,08:11:00,16:23:00,02:20:00,AA157
1599,AA,YUL,INI,11:05:00,05:43:00,02:34:00,AA1599
1611,AA,YUL,MCE,17:42:00,06:53:00,01:53:00,AA1611
1654,AA,YUL,AJA,05:30:00,01:36:00,02:27:00,AA1654
1669,AA,YUL,NIP,23:45:00,14:35:00,01:27:00,AA1669
1712,AA,YUL,LAR,15:03:00,11:11:00,02:28:00,AA1712
175,AA,YUL,KCE,00:28:00,19:17:00,02:47:00,AA175
1792,AA,YUL,JRH,18:10:00,09:02:00,01:44:00,AA1792
1795,AA,YUL,TAB,09:29:00,16:11:00,01:47:00,AA1795
1898,AA,YUL,DSK,04:14:00,04:21:00,01:39:00,AA1898
1982,AA,YUL,MCP,13:47:00,15:10:00,01:33:00,AA1982
1986,AA,YUL,AKT,18:50:00,03:03:00,02:55:00,AA1986
2033,AA,ERS,YUL,06:49:00,07:18:00,01:24:00,AA2033
2072,AA,HNA,YUL,07:46:00,01:26:00,01:41:00,AA2072
2096,AA,NEV,YUL,12:50:00,22:19:00,02:17:00,AA2096
2166,AA,AYW,YUL,16:27:00,20:30:00,02:02:00,AA2166
2168,AA,TAM,YUL,07:12:00,16:32:00,02:05:00,AA2168
221,AA,YUL,YXE,04:59:00,22:34:00,02:44:00,AA221
2245,AA,BUF,YUL,23:41:00,02:18:00,02:52:00,AA2245
2321,AA,POZ,YUL,18:57:00,16:03:00,01:33:00,AA2321
2347,AA,SFG,YUL,04:28:00,12:42:00,02:01:00,AA2347
2470,AA,ATW,YUL,01:09:00,09:27:00,02:07:00,AA2470
2519,AA,YMX,YUL,08:52:00,16:04:00,02:44:00,AA2519
2583,AA,DUS,YUL,23:28:00,11:11:00,02:05:00,AA2583
2604,AA,NLV,YUL,05:19:00,11:49:00,01:15:00,AA2604
2695,AA,HAN,YUL,18:36:00,04:34:00,01:25:00,AA2695
2696,AA,GCI,YUL,22:30:00,14:06:00,02:54:00,AA2696
2722,AA,ETH,YUL,07:02:00,21:13:00,02:33:00,AA2722
2731,AA,BXO,YUL,16:28:00,14:18:00,02:52:00,AA2731
2764,AA,ROA,YUL,00:51:00,21:35:00,02:16:00,AA2764
278,AA,YUL,SID,13:21:00,18:54:00,02:56:00,AA278
2819,AA,PSG,YUL,08:57:00,02:06:00,01:10:00,AA2819
2820,AA,LTN,YUL,02:39:00,12:08:00,01:21:00,AA2820
2870,AA,RAI,YUL,17:45:00,02:17:00,02:00:00,AA2870
2890,AA,SZX,YUL,06:42:00,18:55:00,02:20:00,AA2890
2972,AA,GIG,YUL,10:53:00,17:13:00,01:25:00,AA2972
2976,AA,PBZ,YUL,21:11:00,04:53:00,02:01:00,AA2976
2997,AA,KNS,YUL,17:39:00,13:20:00,01:45:00,AA2997
3061,AA,AAN,YUL,02:01:00,22:56:00,01:37:00,AA3061
3073,AA,YSR,YUL,22:26:00,22:08:00,01:38:00,AA3073
3093,AA,CAN,YUL,23:32:00,21:59:00,02:42:00,AA3093
3147,AA,MGM,YUL,02:06:00,19:40:00,02:19:00,AA3147
3158,AA,FLR,YUL,11:06:00,07:43:00,02:20:00,AA3158
3185,AA,BHE,YUL,11:37:00,12:32:00,02:58:00,AA3185
3246,AA,VSA,YUL,19:52:00,15:18:00,02:37:00,AA3246
3252,AA,LEK,YUL,05:37:00,04:25:00,01:40:00,AA3252
3262,AA,OUA,YUL,03:33:00,17:42:00,01:10:00,AA3262
3304,AA,JNZ,YUL,00:50:00,08:14:00,02:15:00,AA3304
3348,AA,MJD,YUL,01:25:00,10:53:00,01:24:00,AA3348
340,AA,YUL,AGP,17:22:00,10:59:00,02:26:00,AA340
3415,AA,UDE,YUL,22:05:00,13:43:00,01:05:00,AA3415
3543,AA,BHC,YUL,15:38:00,01:08:00,01:18:00,AA3543
355,AA,YUL,TSN,00:09:00,03:31:00,02:21:00,AA355
3592,AA,KEF,YUL,20:05:00,05:10:00,02:10:00,AA3592
367,AA,YUL,OVD,03:20:00,18:50:00,01:10:00,AA367
3724,AA,DRB,YUL,05:38:00,16:22:00,02:17:00,AA3724
3725,AA,JNG,YUL,01:02:00,11:01:00,01:59:00,AA3725
3738,AA,SOG,YUL,23:07:00,03:47:00,02:57:00,AA3738
3750,AA,GEG,YUL,00:46:00,08:39:00,01:42:00,AA3750
3792,AA,AXA,YUL,07:53:00,05:52:00,02:03:00,AA3792
380,AA,YUL,JXN,07:57:00,13:53:00,02:20:00,AA380
3832,AA,DUB,YUL,10:34:00,16:21:00,01:47:00,AA3832
3892,AA,TPE,YUL,08:38:00,22:29:00,01:40:00,AA3892
3951,AA,DNR,YUL,02:11:00,10:47:00,02:13:00,AA3951
4001,AA,HRL,YUL,09:01:00,13:36:00,02:18:00,AA4001
404,AA,YUL,MYQ,23:35:00,06:47:00,02:14:00,AA404
411,AA,YUL,JMU,23:43:00,00:06:00,02:51:00,AA411
435,AA,YUL,MFG,00:14:00,21:34:00,01:53:00,AA435
533,AA,YUL,CSI,14:58:00,02:28:00,01:28:00,AA533
539,AA,YUL,SLP,01:20:00,11:43:00,02:23:00,AA539
552,AA,YUL,NZC,04:07:00,17:18:00,02:11:00,AA552
560,AA,YUL,LCH,05:02:00,13:29:00,01:20:00,AA560
577,AA,YUL,SVQ,00:33:00,19:45:00,02:41:00,AA577
601,AA,YUL,TWF,13:16:00,05:46:00,02:14:00,AA601
664,AA,YUL,OMA,02:40:00,09:52:00,01:17:00,AA664
686,AA,YUL,YFB,10:57:00,14:44:00,01:52:00,AA686
699,AA,YUL,ASP,01:52:00,02:10:00,01:43:00,AA699
740,AA,YUL,IEV,20:18:00,18:03:00,01:53:00,AA740
757,AA,YUL,GAU,03:56:00,09:19:00,02:24:00,AA757
758,AA,YUL,AXS,01:52:00,07:43:00,02:38:00,AA758
797,AA,YUL,LCY,05:06:00,11:20:00,01:29:00,AA797
816,AA,YUL,FDF,21:15:00,19:24:00,02:22:00,AA816
817,AA,YUL,FUT,06:13:00,14:25:00,01:23:00,AA817
824,AA,YUL,RAR,19:21:00,12:26:00,02:17:00,AA824
940,AA,YUL,MLE,06:45:00,05:46:00,01:22:00,AA940
944,AA,YUL,HNH,11:17:00,01:33:00,01:50:00,AA944
983,AA,YUL,ADB,04:49:00,13:34:00,02:03:00,AA983
99,AA,YUL,SKG,07:27:00,20:45:00,02:44:00,AA99
1017,AC,YUL,ANC,02:28:00,03:49:00,01:51:00,AC1017
1027,AC,YUL,REK,17:55:00,11:26:00,01:11:00,AC1027
1122,AC,YUL,AJF,16:48:00,21:40:00,01:51:00,AC1122
1178,AC,YUL,LDK,07:52:00,15:14:00,02:27:00,AC1178
1202,AC,YUL,GOV,14:30:00,16:11:00,02:21:00,AC1202
1255,AC,YUL,HRK,17:36:00,19:20:00,02:27:00,AC1255
1278,AC,YUL,CGN,13:28:00,02:20:00,02:32:00,AC1278
1297,AC,YUL,HGH,10:05:00,07:00:00,02:15:00,AC1297
135,AC,YUL,YSM,23:47:00,19:52:00,01:50:00,AC135
1373,AC,YUL,CCU,14:01:00,02:28:00,01:08:00,AC1373
1455,AC,YUL,BRE,04:33:00,22:37:00,01:01:00,AC1455
146,AC,YUL,VLN,02:01:00,07:25:00,01:10:00,AC146
149,AC,YUL,REU,09:57:00,18:36:00,02:56:00,AC149
1500,AC,YUL,OSA,07:12:00,00:02:00,01:30:00,AC1500
1533,AC,YUL,HHH,05:19:00,19:30:00,02:22:00,AC1533
1555,AC,YUL,PEI,11:17:00,04:51:00,01:29:00,AC1555
1623,AC,YUL,CHS,10:23:00,11:36:00,01:36:00,AC1623
1743,AC,YUL,NRK,01:29:00,07:45:00,01:54:00,AC1743
1754,AC,YUL,HYD,19:31:00,07:25:00,01:26:00,AC1754
1851,AC,YUL,LYP,06:30:00,11:03:00,01:51:00,AC1851
1888,AC,YUL,UEE,02:36:00,19:31:00,02:54:00,AC1888
1906,AC,YUL,OUZ,13:04:00,21:55:00,01:07:00,AC1906
1959,AC,YUL,ASW,08:07:00,15:11:00,01:36:00,AC1959
1969,AC,YUL,RMI,02:25:00,16:49:00,01:35:00,AC1969
1974,AC,YUL,ILM,22:51:00,03:14:00,01:48:00,AC1974
1983,AC,YUL,REK,09:47:00,11:33:00,02:07:00,AC1983
1994,AC,YUL,KGS,07:57:00,05:47:00,01:46:00,AC1994
2011,AC,GDL,YUL,22:34:00,23:24:00,01:14:00,AC2011
209,AC,YUL,AUR,14:15:00,02:01:00,02:43:00,AC209
2254,AC,PLZ,YUL,22:08:00,01:51:00,02:22:00,AC2254
2392,AC,WLG,YUL,23:54:00,05:38:00,02:07:00,AC2392
2397,AC,VLU,YUL,01:05:00,10:54:00,02:13:00,AC2397
2416,AC,NCL,YUL,15:31:00,19:52:00,02:40:00,AC2416
253,AC,YUL,LDY,07:22:00,15:58:00,01:27:00,AC253
2533,AC,GNB,YUL,09:23:00,19:28:00,02:09:00,AC2533
2684,AC,UCA,YUL,03:39:00,08:55:00,01:49:00,AC2684
2718,AC,FNI,YUL,06:22:00,16:31:00,01:50:00,AC2718
2760,AC,TBS,YUL,10:16:00,00:43:00,02:05:00,AC2760
2903,AC,XLB,YUL,10:09:00,12:56:00,02:32:00,AC2903
2989,AC,FSM,YUL,01:05:00,19:25:00,02:48:00,AC2989
3074,AC,GOT,YUL,15:20:00,22:27:00,02:56:00,AC3074
3128,AC,DLM,YUL,07:12:00,11:13:00,01:54:00,AC3128
3144,AC,SIN,YUL,21:52:00,01:47:00,02:42:00,AC3144
3180,AC,HFA,YUL,08:42:00,17:25:00,02:56:00,AC3180
3282,AC,JIP,YUL,04:43:00,15:14:00,02:03:00,AC3282
3357,AC,VEL,YUL,10:06:00,18:31:00,01:40:00,AC3357
3377,AC,MSO,YUL,16:20:00,10:36:00,01:33:00,AC3377
3378,AC,OMO,YUL,06:12:00,10:00:00,01:13:00,AC3378
3388,AC,RSA,YUL,08:16:00,21:48:00,01:02:00,AC3388
3444,AC,MOT,YUL,12:45:00,07:56:00,02:54:00,AC3444
3452,AC,PQQ,YUL,07:17:00,03:05:00,01:19:00,AC3452
3463,AC,RSW,YUL,14:31:00,15:00:00,02:36:00,AC3463
3513,AC,AMA,YUL,19:47:00,08:06:00,02:51:00,AC3513
354,AC,YUL,MAF,19:51:00,08:20:00,02:48:00,AC354
3548,AC,MSL,YUL,12:37:00,05:36:00,02:46:00,AC3548
3584,AC,TVL,YUL,20:03:00,02:57:00,02:00:00,AC3584
362,AC,YUL,VBS,20:32:00,21:02:00,01:52:00,AC362
3622,AC,OKA,YUL,21:06:00,13:21:00,01:56:00,AC3622
3675,AC,TCI,YUL,03:52:00,06:24:00,02:53:00,AC3675
3706,AC,ASE,YUL,09:14:00,03:09:00,02:45:00,AC3706
3713,AC,MKL,YUL,23:49:00,13:01:00,01:16:00,AC3713
3716,AC,EIS,YUL,21:47:00,16:51:00,01:19:00,AC3716
3768,AC,ANR,YUL,14:22:00,07:45:00,01:16:00,AC3768
379,AC,YUL,EGC,20:29:00,07:05:00,01:39:00,AC379
3833,AC,LRM,YUL,10:48:00,22:26:00,01:01:00,AC3833
3863,AC,PSA,YUL,22:52:00,03:12:00,01:31:00,AC3863
3877,AC,MQT,YUL,21:17:00,12:49:00,01:46:00,AC3877
3903,AC,BUR,YUL,13:54:00,12:31:00,02:11:00,AC3903
3922,AC,ATZ,YUL,22:12:00,00:27:00,02:03:00,AC3922
436,AC,YUL,MSP,03:51:00,02:49:00,01:29:00,AC436
441,AC,YUL,JCK,16:55:00,16:12:00,02:11:00,AC441
477,AC,YUL,OME,11:42:00,09:43:00,01:55:00,AC477
481,AC,YUL,CUR,17:54:00,12:42:00,02:57:00,AC481
562,AC,YUL,TNA,08:35:00,03:47:00,01:08:00,AC562
611,AC,YUL,TCI,01:35:00,17:07:00,02:01:00,AC611
64,AC,YUL,SVD,20:50:00,17:09:00,01:04:00,AC64
648,AC,YUL,BVB,20:54:00,16:32:00,01:18:00,AC648
657,AC,YUL,SXM,22:19:00,22:08:00,01:49:00,AC657
71,AC,YUL,AQJ,23:35:00,00:51:00,01:17:00,AC71
727,AC,YUL,MHQ,13:53:00,19:30:00,02:22:00,AC727
730,AC,YUL,AOK,02:55:00,01:34:00,01:35:00,AC730
734,AC,YUL,LAP,13:58:00,04:42:00,01:33:00,AC734
736,AC,YUL,BSB,14:18:00,07:52:00,01:20:00,AC736
76,AC,YUL,MTS,10:49:00,22:04:00,01:24:00,AC76
803,AC,YUL,GPZ,06:58:00,11:18:00,02:46:00,AC803
804,AC,YUL,RKD,02:55:00,01:49:00,02:48:00,AC804
826,AC,YUL,IPL,15:38:00,00:43:00,02:50:00,AC826
98,AC,YUL,BEO,05:03:00,18:28:00,02:29:00,AC98
998,AC,YUL,MIK,18:52:00,13:35:00,01:29:00,AC998
1007,AF,YUL,CBB,18:31:00,13:47:00,01:08:00,AF1007
1043,AF,YUL,KSL,07:51:00,05:48:00,02:41:00,AF1043
1089,AF,YUL,TRO,20:21:00,20:59:00,02:30:00,AF1089
1113,AF,YUL,UUD,02:19:00,09:09:00,01:41:00,AF1113
1144,AF,YUL,UCA,18:22:00,13:24:00,02:52:00,AF1144
1165,AF,YUL,ETH,04:13:00,17:26:00,02:09:00,AF1165
1179,AF,YUL,KLW,22:44:00,11:01:00,02:44:00,AF1179
1184,AF,YUL,GJT,12:45:00,00:54:00,01:26:00,AF1184
1214,AF,YUL,YDF,00:17:00,06:05:00,01:30:00,AF1214
1284,AF,YUL,SVG,15:45:00,06:09:00,02:42:00,AF1284
1310,AF,YUL,HVN,11:36:00,23:43:00,02:24:00,AF1310
1345,AF,YUL,CES,12:44:00,14:06:00,02:39:00,AF1345
1347,AF,YUL,BPT,22:55:00,04:15:00,01:45:00,AF1347
1405,AF,YUL,PEG,08:55:00,09:49:00,01:33:00,AF1405
141,AF,YUL,SGF,05:56:00,14:52:00,01:07:00,AF141
1468,AF,YUL,GAD,03:18:00,04:02:00,01:43:00,AF1468
1561,AF,YUL,SOG,05:35:00,10:40:00,02:52:00,AF1561
1587,AF,YUL,ISG,13:17:00,17:52:00,02:00:00,AF1587
166,AF,YUL,EDR,07:03:00,12:09:00,01:39:00,AF166
1685,AF,YUL,HIS,02:08:00,22:26:00,02:30:00,AF1685
1745,AF,YUL,ALC,03:41:00,14:24:00,02:45:00,AF1745
